id,title,description,courseTitle
task_a072938d68f64b0aa145eec095c489f5,Workshop: Statistikk,Collaborate with classmates to develop a group presentation on statistikk for økonomer. Deliver a 10‑minute talk accompanied by visual aids.,Statistikk for økonomer
task_77593ec50a014ca184c8bd0aa6113cc7,Concept Map: Statistikk,Create an informative infographic that illustrates key aspects of statistikk for økonomer. The file should be ready for digital publication.,Statistikk for økonomer
task_fb3e61f9b2124ca5b72b3fa4cf4aa9e7,Group Project: Statistikk,"Develop a project proposal that applies course concepts to statistikk for økonomer. Include objectives, methodology, timeline, and expected outcomes.",Statistikk for økonomer
task_9f1d354656c64cfeaf98959021a1aa95,Data Analysis Task: Statistikk,Create an informative infographic that illustrates key aspects of statistikk for økonomer. The file should be ready for digital publication.,Statistikk for økonomer
task_6d528f4c0d7b4228b34603c3434b28f1,Case Study: Statistikk,"Using real or synthetic data, perform an in‑depth analysis related to statistikk for økonomer. Present your results in a short technical memo (max 2 pages).",Statistikk for økonomer
task_fa176fdc87e64ed58b8cb3e6aa6d90ea,Presentation: Strategisk,Complete a detailed case study focusing on strategisk ledelse within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Strategisk ledelse
task_0863a56305fa4e42879fb2de8bdb74fd,Infographic Design: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_233b567c6d2c4b25b68001721c04df31,Group Project: Strategisk,Collaborate with classmates to develop a group presentation on strategisk ledelse. Deliver a 10‑minute talk accompanied by visual aids.,Strategisk ledelse
task_d5b17d9c27b1403da44a11b11e7febdc,Project Proposal: Strategisk,"Using real or synthetic data, perform an in‑depth analysis related to strategisk ledelse. Present your results in a short technical memo (max 2 pages).",Strategisk ledelse
task_f7bc47118511453fad9530506fb2949e,Critical Summary: Strategisk,Create an informative infographic that illustrates key aspects of strategisk ledelse. The file should be ready for digital publication.,Strategisk ledelse
task_a7417ad49f244b78a120c0922c279b68,Infographic Design: Strategisk,"Using real or synthetic data, perform an in‑depth analysis related to strategisk ledelse. Present your results in a short technical memo (max 2 pages).",Strategisk ledelse
task_21bc9f38a13d4376ac70b84c35639b8e,Data Analysis Task: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_2326689b909142eb979b4b91d5657b90,Presentation: Strategisk,"Using real or synthetic data, perform an in‑depth analysis related to strategisk ledelse. Present your results in a short technical memo (max 2 pages).",Strategisk ledelse
task_b7985a45d77349d48dcd37543c188db3,Workshop: Strategisk,Design an engaging workshop activity that teaches peers about strategisk ledelse. Provide a facilitator’s guide and the necessary handouts.,Strategisk ledelse
task_434819c257704c1daddc04a85bcc103d,Workshop: Strategisk,Collaborate with classmates to develop a group presentation on strategisk ledelse. Deliver a 10‑minute talk accompanied by visual aids.,Strategisk ledelse
task_64e8b2b15d7647a8a267b4418875792f,Data Analysis Task: Strategisk,"Using real or synthetic data, perform an in‑depth analysis related to strategisk ledelse. Present your results in a short technical memo (max 2 pages).",Strategisk ledelse
task_0be38a8b85e1452fafe6cb54734f154d,Presentation: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_90857dc2078941d0add6964f645c8ce4,Infographic Design: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_65d849a1d7bd445baf20fd67e330885b,Reflection Essay: Strategisk,Create an informative infographic that illustrates key aspects of strategisk ledelse. The file should be ready for digital publication.,Strategisk ledelse
task_2719799dd97d4426abda1287b6d7c834,Reflection Essay: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_9b06ba6056264bb3a7f9b7757399795c,Workshop: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_e778a36b58f0426b9e080f0c53f5d72a,Peer Review: Strategisk,"Develop a project proposal that applies course concepts to strategisk ledelse. Include objectives, methodology, timeline, and expected outcomes.",Strategisk ledelse
task_40ca3736c33041779f1b877cd565d4f5,Infographic Design: Strategisk,Design an engaging workshop activity that teaches peers about strategisk ledelse. Provide a facilitator’s guide and the necessary handouts.,Strategisk ledelse
task_97aad9eb06db42b9a18394cb87191dc3,Infographic Design: Strategisk,Draft a research brief summarising current trends and debates surrounding strategisk ledelse. Limit your brief to 1000 words.,Strategisk ledelse
task_597cb7a9b3c943678786662d6ec518b6,Presentation: Økonomisk,Design an engaging workshop activity that teaches peers about økonomisk styring. Provide a facilitator’s guide and the necessary handouts.,Økonomisk styring
task_bb41d7d08fc443f797791957b2b8b9f7,Project Proposal: Økonomisk,"Write a concise reflection essay exploring økonomisk styring. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Økonomisk styring
task_b4dfd1b1eb404de0aa6493d9156abd45,Data Analysis Task: Økonomisk,Draft a research brief summarising current trends and debates surrounding økonomisk styring. Limit your brief to 1000 words.,Økonomisk styring
task_d3ce2707833d41949d99eeef94468e8e,Infographic Design: Økonomisk,"Develop a project proposal that applies course concepts to økonomisk styring. Include objectives, methodology, timeline, and expected outcomes.",Økonomisk styring
task_f169046a36764050aa2ed0b5dd8af937,Reflection Essay: Økonomisk,"Write a concise reflection essay exploring økonomisk styring. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Økonomisk styring
task_e811824bbe434038a28f6ab75c1e1b73,Concept Map: Økonomisk,Create an informative infographic that illustrates key aspects of økonomisk styring. The file should be ready for digital publication.,Økonomisk styring
task_26532fedeff84869ac2e90e7274d77f0,Research Brief: Økonomisk,Draft a research brief summarising current trends and debates surrounding økonomisk styring. Limit your brief to 1000 words.,Økonomisk styring
task_abf75b33ac4347fb80cadc555c9d46a8,Research Brief: Økonomisk,Collaborate with classmates to develop a group presentation on økonomisk styring. Deliver a 10‑minute talk accompanied by visual aids.,Økonomisk styring
task_373352763e85417987334fc4a1ef0486,Project Proposal: Økonomisk,"Using real or synthetic data, perform an in‑depth analysis related to økonomisk styring. Present your results in a short technical memo (max 2 pages).",Økonomisk styring
task_fa1cfd3af18e4b1280933f24b3af423d,Project Proposal: Økonomisk,Complete a detailed case study focusing on økonomisk styring within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Økonomisk styring
task_1db977399b3141ed8d946631e8371bc5,Workshop: Økonomisk,Collaborate with classmates to develop a group presentation on økonomisk styring. Deliver a 10‑minute talk accompanied by visual aids.,Økonomisk styring
task_49937ef3fa2a46d8a60189f12797b9e9,Reflection Essay: Økonomisk,Draft a research brief summarising current trends and debates surrounding økonomisk styring. Limit your brief to 1000 words.,Økonomisk styring
task_133b70ec1a7d45ec9607981b9401b1ca,Case Study: Økonomisk,"Develop a project proposal that applies course concepts to økonomisk styring. Include objectives, methodology, timeline, and expected outcomes.",Økonomisk styring
task_2e320a598fba4608b62ac49a51c68fc5,Peer Review: Økonomisk,Design an engaging workshop activity that teaches peers about økonomisk styring. Provide a facilitator’s guide and the necessary handouts.,Økonomisk styring
task_ad7c06fbb0854cbd81d496a1eb2461fe,Research Brief: Økonomisk,"Using real or synthetic data, perform an in‑depth analysis related to økonomisk styring. Present your results in a short technical memo (max 2 pages).",Økonomisk styring
task_792e1b682c1f441ba5d7ebde0b211ef9,Project Proposal: Økonomisk,Design an engaging workshop activity that teaches peers about økonomisk styring. Provide a facilitator’s guide and the necessary handouts.,Økonomisk styring
task_c0cc5b8ba9844db8a27d57e0b1e46e56,Concept Map: Økonomisk,Collaborate with classmates to develop a group presentation on økonomisk styring. Deliver a 10‑minute talk accompanied by visual aids.,Økonomisk styring
task_228bfe035aee4e9eacada64cd3e5d1bd,Research Brief: Økonomisk,"Using real or synthetic data, perform an in‑depth analysis related to økonomisk styring. Present your results in a short technical memo (max 2 pages).",Økonomisk styring
task_a735c53c67244b189ab35dd9be7317bd,Infographic Design: Økonomisk,Draft a research brief summarising current trends and debates surrounding økonomisk styring. Limit your brief to 1000 words.,Økonomisk styring
task_00f76b4b66644ade865dc2ba65dbdf3e,Simulation Exercise: Økonomisk,"Write a concise reflection essay exploring økonomisk styring. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Økonomisk styring
task_ad554014ac434fad86f48673eb630f2e,Group Project: Økonomisk,Draft a research brief summarising current trends and debates surrounding økonomisk styring. Limit your brief to 1000 words.,Økonomisk styring
task_c8bc396a775a442c922e1ae467e6f455,Workshop: Økonomisk,"Write a concise reflection essay exploring økonomisk styring. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Økonomisk styring
task_5925fcd44d0d498786cf0c86feea19c4,Group Project: Økonomisk,Create an informative infographic that illustrates key aspects of økonomisk styring. The file should be ready for digital publication.,Økonomisk styring
task_28c966d0fe5c4388843f638d527c717d,Data Analysis Task: Økonomisk,"Develop a project proposal that applies course concepts to økonomisk styring. Include objectives, methodology, timeline, and expected outcomes.",Økonomisk styring
